→,foolfighter,": 裡去內，現在才跑出來","06/10 15:30"
→,foolfighter,": 說自己不是雙重標準想騙誰～","06/10 15:30"
推,pccheni,": 最近滯台支那這幾隻五毛很紅","06/10 15:30"
→,orinsinal,": 主子都抽爆你洪素吱屁屁了 洪素吱吱 屁股紅吱吱喔","06/10 15:31"
推,wooribin,": 我的推文一片黑哈哈 看的很累 崩潰多久了 收穫頗豐","06/10 15:31"
→,madaniel,": 智障党工解釋下為什麼""歧視""的dpp有創黨外省人,有外獨","06/10 15:31"
→,madaniel,": 會加入咩~智障党工~某口都是屎?回復不敢回只會跳針~哈哈","06/10 15:31"
推,ImBBCALL,": 阿哈哈。 我從來沒笑仇恨言論啊，是笑仇恨言論還被抽","06/10 15:31"
→,ImBBCALL,": 我是笑被自己人抽好嗎","06/10 15:32"
推,foolfighter,": 別裝了，露餡了","06/10 15:32"
→,madaniel,": 仇恨言論本來就該抽~笑的是笑見獵心喜想抹屎的智障党工~","06/10 15:32"
推,OEC100,": 這種文章底下都黑一片的，如果KMT立委有這麼認真就不會這","06/10 15:32"
推,OEC100,": 麼慘了","06/10 15:32"
→,hatenese,":          自從某東尼很少推文，倒是多了另一位呢.......","06/10 15:33"
推,orinsinal,": 洪素吱們被抽爆了 你到處切割？","06/10 15:33"
推,mjonask,": 兩邊極端思想都沒腦……","06/10 15:34"
→,hatenese,": 不過大家就讓那些吱吱推文嘛，越推大家看的越清楚啊XDDD","06/10 15:34"
→,madaniel,": 智障黨工被打爆不敢回瘋狂跳針?去吃你的黨屎~","06/10 15:34"
→,orinsinal,": 好象很急著証明 自己跟洪素吱無關？","06/10 15:34"
→,hatenese,":         而且吱吱越是推給藍的，推給藍時的推文更明顯啊","06/10 15:34"
推,ImBBCALL,": 偏偏吱吱的仇恨性言論有少過嗎？藍腦被dpp罵沒什麼好笑","06/10 15:35"
→,ImBBCALL,": 的，吱吱被dpp罵比較好笑","06/10 15:35"
→,madaniel,": ?啥?為什麼我會跟洪有關?智障党工你還好嗎?屎入惱了?","06/10 15:35"
噓,jeremyyyy,": 本省外省不就是民進黨搞出來的?","06/10 15:35"
→,hatenese,":         看到吱吱推給藍的那種推文，鄉民會更支持綠營唷","06/10 15:35"
→,madaniel,": 難不成智障党工也都跟白狗黑道有關嗎?要不要抓去關啊?","06/10 15:35"
推,kobe4523,": 一貫的兩面手法 檯面上一套 檯面下一套","06/10 15:35"
→,ImBBCALL,": 笑仇恨性言論幹嘛，就神經病啊","06/10 15:36"
→,hatenese,":    看到吱吱推給藍的【那種】推文，鄉民會更支持綠營唷","06/10 15:36"
→,madaniel,": 本外省是狗鳴党搞出來的,台獨誰跟你省,智障嗎?","06/10 15:36"
推,clala,": 國民黨虐殺族群可是一流的","06/10 15:36"
→,madaniel,": 智障党工多崩潰跳針點啊~用力跳到下次剩0.92,謝謝","06/10 15:37"
噓,calliope,": 台灣民政府不是獨派，是詐騙集團。","06/10 15:37"
→,hatenese,":      請大家多多支持吱吱的【那種】推文了（笑）","06/10 15:38"
推,ImBBCALL,": 無所謂啊，國民黨本來就沒希望了，不過看吱吱表演真的","06/10 15:38"
→,madaniel,": 不過狗鳴党虐殺時沒有族群歧視,哪個族群都有被狗黨殺~","06/10 15:38"
推,orinsinal,":  http://i.imgur.com/t7iPkJn.jpg","06/10 15:38"
→,ImBBCALL,": 有趣太歡樂了","06/10 15:38"
→,madaniel,": 這年頭說罵支那都會被狗鳴党工記恨呢~支那來的五毛嗎?^^","06/10 15:39"
推,foolfighter,": 民進黨譴責的是族群仇恨，誰叫國民黨默許族群仇恨沒","06/10 15:39"
→,orinsinal,": Madaniel 原來是自己講過支那岐視言論啊","06/10 15:39"
→,foolfighter,": 有出來譴責過","06/10 15:39"
→,madaniel,": 歧視敵國的有差嗎?黨工看到支那被罵很心疼痛心是嗎?^^","06/10 15:40"
→,orinsinal,": 難怪今天被民進黨抽爆 到處上來找同夥療傷呢","06/10 15:40"
→,foolfighter,": 下面的蛆蛆沒人管到處發作","06/10 15:40"
→,madaniel,": 原來智障的重點是不能罵中國阿~難怪看著我就崩潰~^^","06/10 15:40"
→,orinsinal,": 民進黨在罵你 你心疼了？","06/10 15:40"
→,orinsinal,": 今天被民進黨主子 抽 還否認自己是洪素吱？","06/10 15:41"
→,madaniel,": 八卦是智障党工覺得敵國支那也算國內族群?^^","06/10 15:41"
→,scvinx,": KMT 真的花好多錢招黨工喔 以前是前3樓必有黨工現在30樓..","06/10 15:42"
→,madaniel,": 支那被罵~黨工心疼了~因為支那是黨工的真主子?^^","06/10 15:42"
推,sharb,": 民進黨：嚴厲譴責族群仇恨言論  希望大家素質高一點","06/10 15:43"
推,foolfighter,": 事實證明民進黨水準比較高","06/10 15:43"
→,madaniel,": 說說嘛~智障党工拿支那就原是把支那國當台灣族群?^^","06/10 15:43"
推,orinsinal,": 大家是看你5/14講很爽 現在被dpp抽 很心疼阿XD","06/10 15:43"
推,scratch01,": 黨工真多","06/10 15:44"
→,madaniel,": 支那不是我國""族群""~是外國阿~是抽了我啥?黨工又智障了?","06/10 15:45"
→,hatenese,": 民進黨：嚴厲譴責族群仇恨言論 (因執政中不希望？)","06/10 15:45"
→,madaniel,": 9.2智障党工:""你罵中國我會生氣的啦QQ""","06/10 15:45"
推,orinsinal,": 好文 我推！ http://i.imgur.com/7AqT1dF.jpg","06/10 15:46"
→,orinsinal,": 看m大被民進黨抽屁股喔","06/10 15:46"
推,foolfighter,": orinsinal:說你被抽就是被抽","06/10 15:46"
→,hatenese,": orins大你好不愛台灣！！！！！吱～～～～～～","06/10 15:46"
→,madaniel,": 所以說中國支那跟族群歧視的關係呢?智障党工快說咩~","06/10 15:46"
→,orinsinal,": 我看你被民進黨抽屁股 都於心不忍了 才多久","06/10 15:46"
推,tn00710191,": 該還的還是要還  無關是不是歧視","06/10 15:47"
→,foolfighter,": 孫文也用支那，看來他被要被抽惹","06/10 15:47"
→,orinsinal,": 洪素吱自己切割自己落","06/10 15:47"
→,madaniel,": o大去殲滅共慘統一中國再來說支那國是我國族群喔~~~","06/10 15:47"
→,orinsinal,": 孫文有說豬那嗎","06/10 15:47"
→,orinsinal,": 豬拿 這是孫文講的還是你講的？","06/10 15:48"
→,madaniel,": 智障党工一直說支那算我國族群~520沒92共識崩到現在~~?","06/10 15:48"
推,poorenglish,": 來了來了反串郝粉又來了","06/10 15:48"
→,madaniel,": 我歧視敵國支那~有問題嗎?所以支那國算我國族群?^^","06/10 15:49"
推,piercingX,": 臺灣民政府跟9.2趴就是光譜兩端的極端呀 都是腦殘","06/10 15:49"
→,madaniel,": 快說吧共慘五毛豬~~^^","06/10 15:49"
推,foolfighter,": 1914年，孫文給日本首相大隈重信伯爵的密函中即自稱","06/10 15:49"
推,orinsinal,": M大 精彩！ http://i.imgur.com/3YFNn0g.jpg","06/10 15:50"
→,foolfighter,": 支那、對支政策、支那革命黨、支那國民、支那人等，","06/10 15:50"
→,foolfighter,": 共計34次。","06/10 15:50"
→,orinsinal,": 孫文有說 豬那  或 豬拿嗎","06/10 15:50"
→,foolfighter,": 支那是CHINA的翻譯，有沒有這麼玻璃心~~","06/10 15:50"
→,madaniel,": 罵敵國中國到底有什麼問題呢?智障党工瘋狂崩潰~幫QQ","06/10 15:50"
→,orinsinal,": F出來護航 你找孫文說 豬拿 再來吧","06/10 15:50"
→,traipse,": 某些蛆想拿少數極端例子套到所有綠營支持者的技倆失敗","06/10 15:51"
推,ImBBCALL,": M你被起底成這樣......還是先休戰吧。 我都看得於心不","06/10 15:51"
→,madaniel,": 智障党工有本事找個族群歧視言論吧~一直崩潰中國~~XD","06/10 15:51"
→,orinsinal,": 所以洪素吱被民進黨抽 還要我揭發才承認XDDD","06/10 15:51"
→,foolfighter,": ""阮昭雄說，台灣是民主國家，沒有一個人必須為自己的","06/10 15:51"
→,ImBBCALL,": 忍了","06/10 15:51"
→,madaniel,": 於心不忍?因為看到""族群歧視""下拿著敵國崩潰不忍嗎?","06/10 15:51"
→,foolfighter,": 而受到歧視"" 台灣人的認同，懂?","06/10 15:52"
→,orinsinal,": 罵中國人不是族群崎視喔 ？","06/10 15:52"
→,ImBBCALL,": 哈哈啊哈。好吧。你繼續。o大加油","06/10 15:52"
噓,putpi2007,": Dpp要被歸類五毛同路人，9.2外圍組織","06/10 15:52"
→,madaniel,": 智障党工到底要不要開釋歧視敵國跟歧視族群有啥關係?","06/10 15:52"
推,akay08,": 郭冠英：「我們是高級外省人，台灣人是台巴子倭寇」","06/10 15:52"
推,poorenglish,": 反串郝粉這次有做功課了嗎？ 還是只想唬？","06/10 15:52"
→,madaniel,": 罵台灣人的黨工無感啦~罵中國人他們會恨你一輩子~~","06/10 15:53"
→,foolfighter,": 台灣國民的認同上綱到對中國的稱呼，你有沒有邏輯阿","06/10 15:53"
→,foolfighter,": 在那邊一直跳針~","06/10 15:53"
→,orinsinal,": 我繼續揭露你族群岐視的証據 你還想切割自己？","06/10 15:53"
→,cbstgb,": 口連欸老伯伯","06/10 15:53"
→,orinsinal,": 勇敢點 那串講豬那 這種詞的是不是只有你？","06/10 15:54"
→,madaniel,": 你接露的都是我歧視敵國的證據阿~智障党工加油咩~","06/10 15:54"
→,orinsinal,": 所以今天民進黨發言人就是在抽你阿XDDDDD","06/10 15:54"
推,ImBBCALL,": O只說仇恨性言論啊，關族群認同個屁關係","06/10 15:54"
→,madaniel,": 勇敢點~你是不是想說支那國是我國族群?說阿智障党工","06/10 15:54"
→,orinsinal,": 民進黨怎不說中國是豬拿呢？那串只有你在講？","06/10 15:55"
→,foolfighter,": 挖靠，中國是族群耶","06/10 15:55"
→,orinsinal,": 你自己仇恨中國人 今天被dpp抽爆屁股了 還要遮？","06/10 15:55"
推,silentence,": WOW 中國是族群  我還大楚子民咧","06/10 15:56"
→,madaniel,": 阿所以罵支那是什麼族群歧視?勇敢說出來啊~智障孬党工~","06/10 15:56"
推,bakaka,": 這種人跟9.2沒分別","06/10 15:56"
推,ImBBCALL,": Ma自己說的啊：歧視敵國跟歧視族群","06/10 15:56"
→,orinsinal,": 中國何以不是族群？看你範圍而已 中國 與美國就不同族","06/10 15:57"
推,bloodartanis,": 在那邊喊吱吱的你們以為自己有比較高尚？","06/10 15:57"
→,madaniel,": 我說我歧視敵國~敵國算國內族群?黨工自己改我話?","06/10 15:57"
推,foolfighter,": 敵視中共撕裂了甚麼台灣族群ZZZZ","06/10 15:57"
噓,fcz973,": 剩蚊你的次元刀呢？哦，民進黨借去用了","06/10 15:57"
推,hugr85,": 跟母x教 事件真像 哈哈","06/10 15:57"
→,orinsinal,": 你自己講民進黨都不承認的豬拿 民進黨譴責族群仇恨","06/10 15:58"
→,bakaka,": 看到支那人趁機出來批判台灣人了","06/10 15:58"
→,orinsinal,": 族群只看國內喔 你中國不是跟你不同的族群？","06/10 15:58"
→,madaniel,": 所以智障党工在意的是中國被罵嘛~支那支那支那~^^","06/10 15:58"
→,madaniel,": 台灣不能罵中國~不然智障党工會崩潰~^6","06/10 15:59"
推,houting,": 無恥9.2帶風向又失敗了 對kmt這搞族群仇恨的始祖完全裝傻","06/10 15:59"
→,foolfighter,": 第三段第一句話自己看清楚好嗎~~~~~","06/10 15:59"
→,madaniel,": 中國長期霸凌台灣~罵他們剛好~黨工心疼齁~~","06/10 15:59"
→,newgpx,": 9.2都冒出來囉 這麼好的題材 此時不噴汁更待何時","06/10 16:00"
推,silentence,": 被中國打壓成這樣還會因為中國玻璃心  只有9.2辦得到","06/10 16:00"
推,orinsinal,": 那串我看完了 講豬那 拿的只有m大耶!","06/10 16:00"
→,madaniel,": 今天收穫~罵中國的狗黨智障黨工都恨在心裡~~~~","06/10 16:00"
→,orinsinal,": 不就坐實被dpp今天抽 洪素吱們嗎 哈哈哈","06/10 16:00"
推,noreg0393933,": 9.2終於有地方吐怨氣了，各位給點活路。","06/10 16:01"
→,orinsinal,": 我看你被dpp抽 才恨在心裡吧 你的豬拿 連dpp都不買單","06/10 16:01"
推,bakaka,": 我支持台灣獨立，但反對這位素珠罵老榮民。","06/10 16:01"
→,madaniel,": 基本上跨國的叫國籍歧視~不過吃屎的智障不用強求~","06/10 16:01"
推,foolfighter,": 大概蛆蛆內建92共識，看到國家自動腦補成在講一個中","06/10 16:01"
→,foolfighter,": 國","06/10 16:02"
→,orinsinal,": 520前喊兩國 現在兩岸 你的豬拿dpp會買帳嗎？","06/10 16:02"
→,madaniel,": ?我罵人為什麼要dpp買單啊?我dpp黨主席嗎?","06/10 16:02"
→,bakaka,": orin就舔中反台派","06/10 16:02"
→,foolfighter,": dpp不買單又怎麼樣? 深綠才不買單dpp","06/10 16:02"
推,Aidrux,": 屎蛆：民政府和我們有87%像，被桶就會很開心","06/10 16:02"
→,orinsinal,": 國家不同就不是族群不同？這自割太精采了","06/10 16:02"
→,madaniel,": 520沒提九二共識讓智障党工崩潰到現在~幫QQ","06/10 16:02"
→,orinsinal,": 所以dpp今天抽你阿XDDDDD","06/10 16:03"
→,foolfighter,": 一直跳針要dpp買單有沒有這麼可愛","06/10 16:03"
→,madaniel,": 國家不同基本上不會說是同族群,至黨工的智商太精彩了","06/10 16:03"
噓,hamel,": 榮民還是繼續投KMT或新黨","06/10 16:03"
→,orinsinal,": 你跟中國不同國 難道你說你跟中國同族群？","06/10 16:03"
→,orinsinal,": 不是同族群嘛 所以你承認族群不同囉","06/10 16:04"
→,orinsinal,": 所以你不就是在岐視？仇恨？你就dpp在罵的那群還不認","06/10 16:04"
→,foolfighter,": 沒有耶~發言人是用破壞族群關係，不是國際關係","06/10 16:04"
→,madaniel,": 智障党工~族群多數講的是""國內族群"",不同國用族群?智障?","06/10 16:04"
→,orinsinal,": 你自抽太精采了 自己承認我們跟中國不同族群","06/10 16:05"
→,bakaka,": 我看看這orin是在給人戴什麼帽子","06/10 16:05"
→,foolfighter,": 台灣是民主國家，沒有""人""，人是誰? 國民阿","06/10 16:05"
→,foolfighter,": 87嗎?","06/10 16:05"
→,orinsinal,": 那你仇恨他國也就是仇恨族群阿 你自抽太華麗了","06/10 16:05"
→,madaniel,": 就不同國了~還能""同族群""喔?智障党工想說什麼?翻譯官~~~","06/10 16:05"
噓,Sawilliam,": 兔死狗烹 被切割了 真可憐","06/10 16:06"
推,bruce2248,": 國民黨有譴責過愛國同心會嗎？ 沒有嘛+1","06/10 16:06"
→,foolfighter,": 什麼時候支那13億族群也加入台灣這個民主國家了ZZZ","06/10 16:06"
→,madaniel,": 智障党工華麗的崩潰~不同國基本上是國籍歧視","06/10 16:06"
→,orinsinal,": 洪素吱的屁股都不見了 連臉還要被打歪","06/10 16:06"
推,wsscivil,": 認同！","06/10 16:06"
→,orinsinal,": 你跟中國同族群嘛","06/10 16:06"
→,madaniel,": 什麼時候出現中國族群這種辭了?zzzz","06/10 16:06"
→,madaniel,": 都不同國了還在同族群~黨工都智障的對吧?","06/10 16:07"
→,orinsinal,": 你崎視國籍同時也崎視族群阿","06/10 16:07"
→,foolfighter,": 蛆不要整天幻想","06/10 16:07"
→,madaniel,": 想打黨工臉還打不到~臉都爛光了連腦都沒有~","06/10 16:07"
→,orinsinal,": 不同族群啊 所以你崎視不同國不同族群還不認？","06/10 16:07"
→,foolfighter,": 整篇文就在說國內族群不要互相歧視","06/10 16:08"
→,orinsinal,": 你比岐視族群外外加岐視國籍啊XD","06/10 16:08"
→,madaniel,": 有沒有精神科醫師在場翻譯一下?黨工崩潰的滿嚴重的XD","06/10 16:08"
→,foolfighter,": 你還要一直跳針到甚麼時候?","06/10 16:08"
推,oceanman,": 罵一般人根本科科，罵KMT我幫你罵","06/10 16:08"
推,bruce2248,": 黃暐瀚大記者也不敢罵張秀葉 只罵洪素朱就可以塑造假中","06/10 16:08"
→,bruce2248,": 立惹","06/10 16:09"
→,orinsinal,": 所以民進黨歡迎大家可以岐視國籍 不同族群？","06/10 16:09"
→,orinsinal,": 民進黨沒像洪素吱這麼精彩野","06/10 16:09"
推,wwwqoo,": 那個記者一臉中國臉 他生氣說話時仔細聽 中國口音露餡了","06/10 16:09"
推,cbate,": 兩岸一家親！","06/10 16:09"
→,wwwqoo,":    讓人不禁懷疑是不是共諜","06/10 16:09"
推,saul17,": 台灣民政府不就是詐騙集團?一堆鄉民是白痴?","06/10 16:09"
→,madaniel,": 等到民進黨禁止民眾罵中國再來崩潰吧~智障党工真可憐~","06/10 16:10"
推,lslayer,": 別理那個神邏輯的啦 他的邏輯跟一般人不一樣 笑死人而已","06/10 16:10"
推,bakaka,": 靠么阿~看了半天就是orin腦補+戴人帽子來攪混言論阿","06/10 16:10"
→,madaniel,": 台灣族群歧視問題,黨工拿著中國被罵來崩潰~滿智障的~","06/10 16:10"
推,foolfighter,": 就你在腦補阿 沒說 = 有說歡迎?","06/10 16:10"
→,foolfighter,": 你有沒有邏輯阿?","06/10 16:11"
→,madaniel,": 沒辦法~黨工智障起來說的言論沒有精神科專業無法懂~","06/10 16:11"
→,bakaka,": 腦內自動上演小劇場","06/10 16:11"
→,foolfighter,": 我沒說你是天才，所以我暗示你是智障?","06/10 16:11"
→,foolfighter,": 整篇推文就看你在紮草人","06/10 16:12"
推,orinsinal,": 你被dpp抽 不用精神專業也能懂啊","06/10 16:12"
→,orinsinal,": 講豬那 就是在岐視中國 岐視族群","06/10 16:13"
→,foolfighter,": 扣完帽子被打臉又開始跳針了","06/10 16:13"
推,madaniel,": 繼續崩潰~可憐的黨工~QQ","06/10 16:13"
→,orinsinal,": 這民進黨不會挺的啦 所以妳不就被抽爆了","06/10 16:13"
→,madaniel,": 中國不是台灣的族群阿~你去消滅共慘党統一中國再來崩~","06/10 16:14"
→,foolfighter,": 不會挺 = 被抽爆， 哈哈哈哈哈","06/10 16:14"
→,orinsinal,": 民進黨開始切割仇恨言論 反到者這位洪素吱屁股都","06/10 16:14"
→,madaniel,": 好啦好啦~醫院派人抓你了~智障党工先去吃藥~","06/10 16:14"
推,denyy555,": 她只是跳太多段被人捉到話柄而己,中國難民->軍人->教師","06/10 16:14"
→,foolfighter,": 國民黨也不會發言出來挺皇民說","06/10 16:15"
→,orinsinal,": 不見了 還在說自己是岐視中國沒歧視族群XD","06/10 16:15"
→,foolfighter,": 所以連戰不就被國民黨抽爆了~~~","06/10 16:15"
→,foolfighter,": 你的邏輯真的好棒~一百分","06/10 16:15"
→,denyy555,": 吸血18%->支持統一->希望他們回中國","06/10 16:16"
→,foolfighter,": 小神童orinsinal","06/10 16:16"
→,madaniel,": 中國不是台灣的族群阿~可憐腦壞掉的崩潰智障党工QQ","06/10 16:16"
推,ksxo,": 民進黨嚴厲譴責八卦版言論囉 吱吱腫腫的","06/10 16:16"
→,orinsinal,": M大滿口智障 豬拿 這類 不就是民進黨在罵的對象","06/10 16:16"
→,foolfighter,": 講屁話之前先消化一下不要一直鬧笑話","06/10 16:16"
→,madaniel,": 對著智障說智障有什麼問題嗎?","06/10 16:16"
→,orinsinal,": 會發表的言論 你越被抽越高潮？","06/10 16:16"
→,foolfighter,": 板上一堆不想被統一所以不爽中國跟國民黨的","06/10 16:17"
推,nomien,": 推DPP","06/10 16:17"
→,orinsinal,": 嗯 講看看誰是智障","06/10 16:17"
→,madaniel,": 智障党工看到中國越被罵越崩潰~~~~以為中國是台灣族群~~","06/10 16:17"
推,Suboy,": Good","06/10 16:18"
→,orinsinal,": M大滿口智障 最好說清楚是對誰講喔","06/10 16:18"
→,foolfighter,": 某o你小學老師不會支持你的0分邏輯，所以你被你老師","06/10 16:18"
→,madaniel,": 就說黨工智障阿~誰是黨工啊?舉手一下喔~","06/10 16:19"
→,orinsinal,": 你看m大又在落實民進黨口中的仇恨了","06/10 16:19"
→,foolfighter,": 抽爆了~ 哭哭回去睡喔~","06/10 16:19"
推,lslayer,": 大家要請注意語氣 好像有硬凹跳針在挑釁 當心跳針亂告 呵","06/10 16:19"
→,orinsinal,": 民進黨就很清楚 反對族群岐視","06/10 16:19"
→,foolfighter,": 我是看到有人一直對號入座啦 講到支那跟智障他就很激","06/10 16:20"
→,foolfighter,": 動~ 可能戳到痛處了","06/10 16:20"
→,orinsinal,": 只有dpper說這是只限國內 奇怪了","06/10 16:20"
→,madaniel,": 我想黨工不是一個族群~是種職業~不過智障党工不懂得啦~","06/10 16:20"
→,foolfighter,": 阮昭雄說，台灣是民主國家，沒有一個人必須為自己的","06/10 16:20"
噓,yuki2474,": ...","06/10 16:20"
→,orinsinal,": M大又在落實 dpp口中的仇恨囉w","06/10 16:21"
→,orinsinal,": 這代表台灣是民主國家 不是說你可以仇恨他國","06/10 16:21"
→,madaniel,": 黨工智障頂多是職業仇恨~這是譴責族群仇恨ㄟ?黨工智障?","06/10 16:21"
→,foolfighter,": 認同被歧視，台灣國家認同關中國屁事喔","06/10 16:22"
→,madaniel,": ?民主國家的人民不能發表仇恨他國言論?哪一條啊?智障法?","06/10 16:22"
→,orinsinal,": Dpper也是一種族群啊","06/10 16:22"
→,foolfighter,": 某o還要自己腦補到甚麼時候~ 都給你幻想好不好~","06/10 16:22"
→,orinsinal,": 不犯法啊 就是你dpp高層不認同而已","06/10 16:22"
→,madaniel,": 通常台灣族群指的是福佬,客家,外省,原民四大族群","06/10 16:23"
→,orinsinal,": 所以像你罵 豬拿 豬那 dpp不認同你這仇恨言論啊","06/10 16:23"
推,poorenglish,": …回來看 結果反串郝粉又同樣結果…","06/10 16:23"
→,madaniel,": 不過有很多狗黨黨工智障分類法~一班人很難理解~","06/10 16:23"
→,orinsinal,": 你那是民族 血緣的論點","06/10 16:23"
推,Sinchiest,": 暈","06/10 16:23"
→,foolfighter,": 某o說中國是民主台灣的一部分，說你被抽就被抽，m你","06/10 16:23"
→,orinsinal,": 政治光譜的論點也有啊","06/10 16:24"
→,foolfighter,": 閉嘴","06/10 16:24"
→,madaniel,": 政治光譜~年齡都有~但不是台灣常用,會特別註明","06/10 16:24"
→,foolfighter,": 說你Dpper就Dpper，你不知道只要他腦補都會成真嗎?","06/10 16:24"
→,madaniel,": 我又不是dpp黨工~為什麼要在意dpp會不會認同?智障?","06/10 16:25"
推,LOVEMS,": 腦補大師","06/10 16:25"
推,foolfighter,": 反正你不爽中國就是dpper囉? 人家是邏輯天才你敢嘴?","06/10 16:26"
推,orinsinal,": 族群與政治相關研究很多 不送","06/10 16:27"
→,orinsinal,": 你自己前面講用政治分很智障 我看你自己沒搜過研究吧XD","06/10 16:27"
推,madaniel,": 族群沒有明確定義,所以多半是依當地習慣定義,智障加油~","06/10 16:27"
→,orinsinal,": 中研院都有 還國外勒 笑死","06/10 16:28"
→,foolfighter,": 新聞全文看一遍就知道在講台灣要族群融合不要互相仇","06/10 16:28"
推,Whitening,": 國民黨想要把洪素珠跟DPP還有年輕人天然獨綁在一起","06/10 16:28"
→,madaniel,": 自己用個自創的定義在那亂套~可憐的智障党工~","06/10 16:29"
→,Whitening,": 民進黨當然不認帳阿，帶風向的就會說DPP切割","06/10 16:29"
→,foolfighter,": 恨，小天才硬要上綱到不能講支那，阿你是要跟中國融","06/10 16:29"
推,HNO3,": 黨工通通衝出來帶風向了","06/10 16:29"
→,madaniel,": 只要不是狗鳴党的自動算dpp,然後抹屎,這就是智障党工~~","06/10 16:29"
→,Whitening,": 從蔡正元、邱毅還有固定ID回文批DPP，就知道國民黨手法","06/10 16:29"
→,foolfighter,": 合膩?  不愧是9.2","06/10 16:30"
→,Whitening,": 大概最近洪秀柱就會出來針對洪素珠事件來嚴詞批判啦","06/10 16:30"
→,Whitening,": 國民黨真的以為可以把洪素珠給綁在民進黨跟年輕人身上?","06/10 16:31"
推,yyhbala,": 反觀愛國同心會也沒見KMT出來聲明什麼","06/10 16:31"
→,foolfighter,": 台灣民政府就不是dpp管的，dpp裡面段宜康等人一堆外","06/10 16:31"
推,IOrange,": 就都K M T er在那邊演戲! 演爽的!","06/10 16:32"
→,foolfighter,": 省子弟，硬要在那高潮民進黨抽自己人Zzzz","06/10 16:32"
→,Whitening,": 所以看到現在，這事情後續延燒是國民黨故意操作對立","06/10 16:32"
噓,lurara,": 老榮民滾回中國啦","06/10 16:32"
→,Whitening,": 國民黨難道忘記王如玄如何坑殺榮民的眷戶嗎??","06/10 16:33"
推,ptckimo,": 25樓正NDS","06/10 16:34"
→,Whitening,": 國民黨難道忘記王如玄透過坑殺榮民賺取可觀的不義之財?","06/10 16:34"
推,orinsinal,": Dpp支持者出來洗地囉","06/10 16:34"
推,adsl9527,": FNFAL:台灣不是國家","06/10 16:34"
推,asole,": 黨工今天上完課 上ptt實戰囉","06/10 16:34"
→,Whitening,": 國民黨當初維護王如玄的所作所為，對比現在洪素珠操作","06/10 16:35"
→,orinsinal,": 中研院的政治族群研究被m大當智障 這智商太狂了","06/10 16:35"
噓,redkie,": 都不知道是誰開始族群對立的....我都笑了","06/10 16:36"
→,orinsinal,": M大應該是中研院等籍的研究員 但怎會滿口智障豬那","06/10 16:36"
推,poorenglish,": …講智商","06/10 16:36"
→,Whitening,": 對實際坑殺榮民的王如玄vs口頭欺負榮民的洪素珠","06/10 16:36"
→,traipse,": kmter最愛拿這種過激個案一竿子打翻所有台灣人","06/10 16:36"
→,traipse,": kmter最愛拿這種過激個案一竿子打翻所有台灣人","06/10 16:37"
→,orinsinal,": 智商超狂的m大 被dpp抽爆 不覺痛不意外","06/10 16:37"
推,lovemy,": 9.2終於找到點可以帶風向跟抒壓了,釣出一堆9.2","06/10 16:37"
推,madaniel,": 智障黨工沒發現那有特定加上政治族群嗎？所以符合我的說","06/10 16:37"
→,madaniel,": 法阿~沒特定指稱就是當地慣用，在台灣就是四大族群，智","06/10 16:38"
→,madaniel,": 障黨工中文都不是，智商太猛了，下限地心?","06/10 16:38"
→,orinsinal,": M大智商狂到視中研院研究是智障 這不狂嗎","06/10 16:38"
→,Whitening,": 只要對比一下國民黨如何護航王如玄軍宅就可以看透了","06/10 16:38"
推,selina0508,": 推~","06/10 16:38"
→,madaniel,": 智障黨工一開口就被智商碾壓，躲起來過幾分鐘再出來崩潰","06/10 16:38"
→,orinsinal,": 哈哈 智商狂就是精采","06/10 16:38"
→,madaniel,": ，幫QQ","06/10 16:38"
→,orinsinal,": 族群怎分 你自己wikiㄧ下了沒 還不用我找研究啦","06/10 16:39"
→,madaniel,": 哈哈，智障黨工崩潰秀就是精彩","06/10 16:39"
→,redkie,": 某m智障來智障去的...真不知道到底是誰智障.....XDDDD","06/10 16:40"
推,james1539,": 完了，連民進黨都不挺吱吱了，吱吱只能靠朱朱了","06/10 16:40"
→,orinsinal,": 本省外省 四大族群 語系 血緣 智商狂就是讚","06/10 16:40"
推,soumi520,": 狗黨見獵心喜囉","06/10 16:40"
推,lslayer,": 靠 還在跳針 不愧是神邏輯 不知道要多厚的臉皮才能練出來","06/10 16:40"
→,madaniel,": 一開始推文就說族群沒有確切定義，所以沒特定指稱就是當","06/10 16:40"
→,madaniel,": 地慣用法，智障黨工要看wiki前，中文請學到小一程度( ′","06/10 16:41"
→,madaniel,": ▽` )ﾉ","06/10 16:41"
噓,amgn997,": 根本說出ptt網友心聲","06/10 16:41"
→,orinsinal,": 本省外省依據政黨意向的不同 也可以再分族群","06/10 16:41"
→,foolfighter,": 好無聊喔~ 扣完帽子現在在說文解字","06/10 16:41"
→,orinsinal,": 這點智商狂到視中研院研究是智障的 狂爆了","06/10 16:42"
→,foolfighter,": 阿某o甚麼時候要回答中國加入台灣這個民主國家了沒?","06/10 16:42"
→,foolfighter,": 沒梗不好笑就算了，還一直在那跳針","06/10 16:42"
推,sprucewind,": 哈哈，一堆上站不到500的黨工狂帶風向","06/10 16:42"
→,orinsinal,": 我就在教育你 社會學研究的族群沒那麼限定 你智商就是","06/10 16:42"
→,madaniel,": 那就要特定指稱，比如政治上的XX族群，智障黨工找一個台","06/10 16:43"
