"key","household"
"澎湖縣望安鄉中社村",136
"澎湖縣望安鄉將軍村",605
"澎湖縣望安鄉東吉村",158
"澎湖縣望安鄉東坪村",187
"澎湖縣望安鄉東安村",297
"澎湖縣望安鄉水垵村",167
"澎湖縣望安鄉花嶼村",132
"澎湖縣望安鄉西坪村",104
"澎湖縣望安鄉西安村",191
"澎湖縣湖西鄉中西村",92
"澎湖縣湖西鄉北寮村",128
"澎湖縣湖西鄉南寮村",281
"澎湖縣湖西鄉城北村",127
"澎湖縣湖西鄉太武村",28
"澎湖縣湖西鄉尖山村",275
"澎湖縣湖西鄉成功村",353
"澎湖縣湖西鄉東石村",53
"澎湖縣湖西鄉林投村",388
"澎湖縣湖西鄉沙港村",360
"澎湖縣湖西鄉湖東村",146
"澎湖縣湖西鄉湖西村",447
"澎湖縣湖西鄉潭邊村",101
"澎湖縣湖西鄉白坑村",117
"澎湖縣湖西鄉紅羅村",306
"澎湖縣湖西鄉菓葉村",303
"澎湖縣湖西鄉西溪村",301
"澎湖縣湖西鄉許家村",116
"澎湖縣湖西鄉隘門村",346
"澎湖縣湖西鄉青螺村",106
"澎湖縣湖西鄉鼎灣村",447
"澎湖縣湖西鄉龍門村",631
"澎湖縣白沙鄉中屯村",211
"澎湖縣白沙鄉吉貝村",511
"澎湖縣白沙鄉員貝村",92
"澎湖縣白沙鄉城前村",33
"澎湖縣白沙鄉大倉村",87
"澎湖縣白沙鄉小赤村",70
"澎湖縣白沙鄉岐頭村",94
"澎湖縣白沙鄉後寮村",334
"澎湖縣白沙鄉港子村",143
"澎湖縣白沙鄉瓦硐村",127
"澎湖縣白沙鄉講美村",231
"澎湖縣白沙鄉赤崁村",668
"澎湖縣白沙鄉通梁村",281
"澎湖縣白沙鄉鎮海村",55
"澎湖縣白沙鄉鳥嶼村",406
"澎湖縣西嶼鄉二崁村",69
"澎湖縣西嶼鄉內垵村",498
"澎湖縣西嶼鄉合界村",165
"澎湖縣西嶼鄉外垵村",804
"澎湖縣西嶼鄉大池村",256
"澎湖縣西嶼鄉小門村",91
"澎湖縣西嶼鄉橫礁村",107
"澎湖縣西嶼鄉池東村",264
"澎湖縣西嶼鄉池西村",101
"澎湖縣西嶼鄉竹灣村",336
"澎湖縣西嶼鄉赤馬村",249
"澎湖縣馬公市中央里",263
"澎湖縣馬公市中興里",407
"澎湖縣馬公市五德里",236
"澎湖縣馬公市井垵里",138
"澎湖縣馬公市光復里",910
"澎湖縣馬公市光明里",578
"澎湖縣馬公市光榮里",1876
"澎湖縣馬公市光華里",338
"澎湖縣馬公市前寮里",373
"澎湖縣馬公市啟明里",411
"澎湖縣馬公市安宅里",230
"澎湖縣馬公市山水里",648
"澎湖縣馬公市復興里",313
"澎湖縣馬公市朝陽里",2285
"澎湖縣馬公市東文里",1308
"澎湖縣馬公市東衛里",814
"澎湖縣馬公市案山里",897
"澎湖縣馬公市桶盤里",115
"澎湖縣馬公市烏崁里",377
"澎湖縣馬公市石泉里",1052
"澎湖縣馬公市興仁里",420
"澎湖縣馬公市菜園里",156
"澎湖縣馬公市虎井里",358
"澎湖縣馬公市󼱹裡里",446
"澎湖縣馬公市西文里",1399
"澎湖縣馬公市西衛里",3165
"澎湖縣馬公市重光里",565
"澎湖縣馬公市重慶里",455
"澎湖縣馬公市鎖港里",959
"澎湖縣馬公市鐵線里",229
"澎湖縣馬公市長安里",261
"澎湖縣馬公市陽明里",1115
"澎湖縣馬公市風櫃里",495
"臺東縣卑南鄉初鹿村",545
"臺東縣卑南鄉利吉村",185
"臺東縣卑南鄉利嘉村",460
"臺東縣卑南鄉嘉豐村",211
"臺東縣卑南鄉太平村",1326
"臺東縣卑南鄉富山村",245
"臺東縣卑南鄉富源村",165
"臺東縣卑南鄉明峰村",514
"臺東縣卑南鄉東興村",497
"臺東縣卑南鄉泰安村",511
"臺東縣卑南鄉溫泉村",554
"臺東縣卑南鄉美農村",485
"臺東縣卑南鄉賓朗村",955
"臺東縣大武鄉南興村",279
"臺東縣大武鄉大武村",663
"臺東縣大武鄉大竹村",348
"臺東縣大武鄉大鳥村",533
"臺東縣大武鄉尚武村",687
"臺東縣太麻里鄉三和村",273
"臺東縣太麻里鄉北里村",296
"臺東縣太麻里鄉多良村",465
"臺東縣太麻里鄉大王村",887
"臺東縣太麻里鄉泰和村",688
"臺東縣太麻里鄉美和村",528
"臺東縣太麻里鄉華源村",306
"臺東縣太麻里鄉金崙村",816
"臺東縣太麻里鄉香蘭村",362
"臺東縣延平鄉桃源村",362
"臺東縣延平鄉武陵村",230
"臺東縣延平鄉永康村",115
"臺東縣延平鄉紅葉村",141
"臺東縣延平鄉鸞山村",227
"臺東縣成功鎮三仙里",625
"臺東縣成功鎮三民里",1124
"臺東縣成功鎮信義里",786
"臺東縣成功鎮博愛里",324
"臺東縣成功鎮和平里",354
"臺東縣成功鎮忠仁里",947
"臺東縣成功鎮忠孝里",489
"臺東縣成功鎮忠智里",777
"臺東縣東河鄉北源村",859
"臺東縣東河鄉尚德村",137
"臺東縣東河鄉東河村",449
"臺東縣東河鄉泰源村",520
"臺東縣東河鄉興昌村",507
"臺東縣東河鄉都蘭村",1029
"臺東縣東河鄉隆昌村",268
"臺東縣池上鄉大坡村",146
"臺東縣池上鄉大埔村",336
"臺東縣池上鄉富興村",173
"臺東縣池上鄉慶豐村",278
"臺東縣池上鄉振興村",197
"臺東縣池上鄉新興村",381
"臺東縣池上鄉福原村",870
"臺東縣池上鄉福文村",541
"臺東縣池上鄉萬安村",151
"臺東縣池上鄉錦園村",162
"臺東縣海端鄉利稻村",80
"臺東縣海端鄉加拿村",155
"臺東縣海端鄉崁頂村",200
"臺東縣海端鄉廣原村",252
"臺東縣海端鄉海端村",304
"臺東縣海端鄉霧鹿村",98
"臺東縣綠島鄉中寮村",351
"臺東縣綠島鄉公舘村",298
"臺東縣綠島鄉南寮村",436
"臺東縣臺東市中山里",400
"臺東縣臺東市中心里",1369
"臺東縣臺東市中正里",385
"臺東縣臺東市中華里",736
"臺東縣臺東市仁愛里",328
"臺東縣臺東市光明里",1336
"臺東縣臺東市卑南里",1197
"臺東縣臺東市南榮里",1131
"臺東縣臺東市南王里",1131
"臺東縣臺東市四維里",282
"臺東縣臺東市大同里",375
"臺東縣臺東市富岡里",665
"臺東縣臺東市富豐里",391
"臺東縣臺東市寶桑里",399
"臺東縣臺東市岩灣里",1025
"臺東縣臺東市康樂里",587
"臺東縣臺東市建和里",610
"臺東縣臺東市建國里",614
"臺東縣臺東市建業里",559
"臺東縣臺東市建興里",402
"臺東縣臺東市建農里",838
"臺東縣臺東市強國里",275
"臺東縣臺東市復國里",305
"臺東縣臺東市復興里",211
"臺東縣臺東市成功里",410
"臺東縣臺東市文化里",461
"臺東縣臺東市新園里",735
"臺東縣臺東市新生里",2983
"臺東縣臺東市新興里",499
"臺東縣臺東市東海里",1391
"臺東縣臺東市民族里",712
"臺東縣臺東市民權里",403
"臺東縣臺東市民生里",1442
"臺東縣臺東市永樂里",850
"臺東縣臺東市知本里",546
"臺東縣臺東市自強里",1810
"臺東縣臺東市興國里",384
"臺東縣臺東市豐原里",468
"臺東縣臺東市豐年里",1248
"臺東縣臺東市豐榮里",3558
"臺東縣臺東市豐樂里",571
"臺東縣臺東市豐田里",867
"臺東縣臺東市豐谷里",2052
"臺東縣臺東市豐里里",930
"臺東縣臺東市鐵花里",195
"臺東縣臺東市馬蘭里",1238
"臺東縣蘭嶼鄉朗島村",316
"臺東縣蘭嶼鄉東清村",502
"臺東縣蘭嶼鄉椰油村",408
"臺東縣蘭嶼鄉紅頭村",556
"臺東縣達仁鄉南田村",155
"臺東縣達仁鄉台坂村",275
"臺東縣達仁鄉土坂村",337
"臺東縣達仁鄉安朔村",335
"臺東縣達仁鄉新化村",145
"臺東縣達仁鄉森永村",205
"臺東縣金峰鄉嘉蘭村",470
"臺東縣金峰鄉新興村",169
"臺東縣金峰鄉正興村",211
"臺東縣金峰鄉歷坵村",123
"臺東縣金峰鄉賓茂村",131
"臺東縣長濱鄉三間村",550
"臺東縣長濱鄉寧埔村",579
"臺東縣長濱鄉忠勇村",238
"臺東縣長濱鄉樟原村",300
"臺東縣長濱鄉竹湖村",388
"臺東縣長濱鄉長濱村",872
"臺東縣關山鎮中福里",353
"臺東縣關山鎮德高里",680
"臺東縣關山鎮新福里",375
"臺東縣關山鎮月眉里",336
"臺東縣關山鎮豐泉里",474
"臺東縣關山鎮里壠里",747
"臺東縣關山鎮電光里",231
"臺東縣鹿野鄉永安村",624
"臺東縣鹿野鄉瑞和村",277
"臺東縣鹿野鄉瑞源村",392
"臺東縣鹿野鄉瑞豐村",396
"臺東縣鹿野鄉瑞隆村",419
"臺東縣鹿野鄉鹿野村",489
"臺東縣鹿野鄉龍田村",482
"花蓮縣光復鄉北富村",371
"花蓮縣光復鄉南富村",337
"花蓮縣光復鄉大全村",350
"花蓮縣光復鄉大同村",489
"花蓮縣光復鄉大安村",396
"花蓮縣光復鄉大富村",158
"花蓮縣光復鄉大平村",427
"花蓮縣光復鄉大興村",218
"花蓮縣光復鄉大華村",594
"花蓮縣光復鄉大豐村",198
"花蓮縣光復鄉大進村",210
"花蓮縣光復鄉大馬村",485
"花蓮縣光復鄉東富村",397
"花蓮縣光復鄉西富村",407
"花蓮縣卓溪鄉卓清村",330
"花蓮縣卓溪鄉卓溪村",251
"花蓮縣卓溪鄉古風村",319
"花蓮縣卓溪鄉太平村",226
"花蓮縣卓溪鄉崙山村",177
"花蓮縣卓溪鄉立山村",372
"花蓮縣吉安鄉仁和村",1934
"花蓮縣吉安鄉仁安村",968
"花蓮縣吉安鄉仁里村",2693
"花蓮縣吉安鄉光華村",856
"花蓮縣吉安鄉勝安村",2170
"花蓮縣吉安鄉北昌村",3307
"花蓮縣吉安鄉南昌村",1761
"花蓮縣吉安鄉南華村",645
"花蓮縣吉安鄉吉安村",2324
"花蓮縣吉安鄉太昌村",1589
"花蓮縣吉安鄉宜昌村",1707
"花蓮縣吉安鄉干城村",650
"花蓮縣吉安鄉慶豐村",2937
"花蓮縣吉安鄉東昌村",2375
"花蓮縣吉安鄉永安村",1852
"花蓮縣吉安鄉永興村",1218
"花蓮縣吉安鄉福興村",1205
"花蓮縣吉安鄉稻香村",1295
"花蓮縣壽豐鄉光榮村",327
"花蓮縣壽豐鄉共和村",265
"花蓮縣壽豐鄉壽豐村",719
"花蓮縣壽豐鄉平和村",632
"花蓮縣壽豐鄉志學村",1224
"花蓮縣壽豐鄉月眉村",365
"花蓮縣壽豐鄉樹湖村",160
"花蓮縣壽豐鄉水璉村",382
"花蓮縣壽豐鄉池南村",379
"花蓮縣壽豐鄉溪口村",430
"花蓮縣壽豐鄉米棧村",127
"花蓮縣壽豐鄉豐坪村",369
"花蓮縣壽豐鄉豐山村",844
"花蓮縣壽豐鄉豐裡村",582
"花蓮縣壽豐鄉鹽寮村",260
"花蓮縣富里鄉吳江村",221
"花蓮縣富里鄉學田村",270
"花蓮縣富里鄉富南村",221
"花蓮縣富里鄉富里村",604
"花蓮縣富里鄉新興村",280
"花蓮縣富里鄉明里村",161
"花蓮縣富里鄉東里村",490
"花蓮縣富里鄉永豐村",184
"花蓮縣富里鄉石牌村",373
"花蓮縣富里鄉竹田村",491
"花蓮縣富里鄉羅山村",181
"花蓮縣富里鄉萬寧村",245
"花蓮縣富里鄉豐南村",291
"花蓮縣新城鄉佳林村",416
"花蓮縣新城鄉北埔村",1670
"花蓮縣新城鄉嘉新村",630
"花蓮縣新城鄉嘉里村",1757
"花蓮縣新城鄉大漢村",1160
"花蓮縣新城鄉康樂村",1019
"花蓮縣新城鄉新城村",590
"花蓮縣新城鄉順安村",371
"花蓮縣玉里鎮三民里",416
"花蓮縣玉里鎮中城里",2236
"花蓮縣玉里鎮啟模里",804
"花蓮縣玉里鎮國武里",513
"花蓮縣玉里鎮大禹里",467
"花蓮縣玉里鎮德武里",291
"花蓮縣玉里鎮春日里",381
"花蓮縣玉里鎮東豐里",226
"花蓮縣玉里鎮松浦里",613
"花蓮縣玉里鎮樂合里",471
"花蓮縣玉里鎮永昌里",525
"花蓮縣玉里鎮泰昌里",488
"花蓮縣玉里鎮源城里",505
"花蓮縣玉里鎮觀音里",689
"花蓮縣玉里鎮長良里",295
"花蓮縣瑞穗鄉奇美村",119
"花蓮縣瑞穗鄉富民村",404
"花蓮縣瑞穗鄉富源村",365
"花蓮縣瑞穗鄉富興村",302
"花蓮縣瑞穗鄉瑞北村",264
"花蓮縣瑞穗鄉瑞祥村",481
"花蓮縣瑞穗鄉瑞穗村",937
"花蓮縣瑞穗鄉瑞美村",805
"花蓮縣瑞穗鄉瑞良村",251
"花蓮縣瑞穗鄉舞鶴村",429
"花蓮縣瑞穗鄉鶴岡村",348
"花蓮縣秀林鄉佳民村",366
"花蓮縣秀林鄉和平村",568
"花蓮縣秀林鄉富世村",688
"花蓮縣秀林鄉崇德村",533
"花蓮縣秀林鄉文蘭村",375
"花蓮縣秀林鄉景美村",707
"花蓮縣秀林鄉水源村",414
"花蓮縣秀林鄉秀林村",692
"花蓮縣秀林鄉銅門村",424
"花蓮縣花蓮市主信里",298
"花蓮縣花蓮市主力里",1296
"花蓮縣花蓮市主勤里",428
"花蓮縣花蓮市主和里",1416
"花蓮縣花蓮市主商里",302
"花蓮縣花蓮市主學里",871
"花蓮縣花蓮市主安里",1137
"花蓮縣花蓮市主工里",275
"花蓮縣花蓮市主權里",2449
"花蓮縣花蓮市主睦里",280
"花蓮縣花蓮市主義里",221
"花蓮縣花蓮市主計里",405
"花蓮縣花蓮市主農里",1601
"花蓮縣花蓮市國光里",595
"花蓮縣花蓮市國威里",1183
"花蓮縣花蓮市國安里",276
"花蓮縣花蓮市國富里",2350
"花蓮縣花蓮市國強里",715
"花蓮縣花蓮市國慶里",438
"花蓮縣花蓮市國治里",525
"花蓮縣花蓮市國盛里",2081
"花蓮縣花蓮市國福里",614
"花蓮縣花蓮市國聯里",1393
"花蓮縣花蓮市國興里",1844
"花蓮縣花蓮市國華里",1104
"花蓮縣花蓮市國裕里",1936
"花蓮縣花蓮市國防里",424
"花蓮縣花蓮市國風里",1552
"花蓮縣花蓮市國魂里",991
"花蓮縣花蓮市民主里",282
"花蓮縣花蓮市民享里",1422
"花蓮縣花蓮市民勤里",1700
"花蓮縣花蓮市民孝里",1673
"花蓮縣花蓮市民德里",833
"花蓮縣花蓮市民心里",437
"花蓮縣花蓮市民意里",958
"花蓮縣花蓮市民政里",1716
"花蓮縣花蓮市民族里",235
"花蓮縣花蓮市民有里",277
"花蓮縣花蓮市民樂里",305
"花蓮縣花蓮市民權里",217
"花蓮縣花蓮市民治里",23
"花蓮縣花蓮市民生里",632
"花蓮縣花蓮市民立里",749
"花蓮縣花蓮市民運里",949
"花蓮縣萬榮鄉明利村",281
"花蓮縣萬榮鄉紅葉村",439
"花蓮縣萬榮鄉萬榮村",311
"花蓮縣萬榮鄉西林村",452
"花蓮縣萬榮鄉見晴村",219
"花蓮縣萬榮鄉馬遠村",381
"花蓮縣豐濱鄉新社村",270
"花蓮縣豐濱鄉港口村",314
"花蓮縣豐濱鄉磯崎村",156
"花蓮縣豐濱鄉豐濱村",712
"花蓮縣豐濱鄉靜浦村",272
"花蓮縣鳳林鎮北林里",253
"花蓮縣鳳林鎮南平里",266
"花蓮縣鳳林鎮大榮里",547
"花蓮縣鳳林鎮山興里",262
"花蓮縣鳳林鎮林榮里",370
"花蓮縣鳳林鎮森榮里",43
"花蓮縣鳳林鎮長橋里",461
"花蓮縣鳳林鎮鳳仁里",518
"花蓮縣鳳林鎮鳳信里",594
"花蓮縣鳳林鎮鳳智里",536
"花蓮縣鳳林鎮鳳禮里",268
"花蓮縣鳳林鎮鳳義里",286
"苗栗縣三灣鄉三灣村",829
"苗栗縣三灣鄉內灣村",251
"苗栗縣三灣鄉北埔村",235
"苗栗縣三灣鄉大坪村",180
"苗栗縣三灣鄉大河村",259
"苗栗縣三灣鄉永和村",202
"苗栗縣三灣鄉銅鏡村",350
"苗栗縣三灣鄉頂寮村",109
"苗栗縣三義鄉勝興村",1315
"苗栗縣三義鄉双湖村",737
"苗栗縣三義鄉双潭村",542
"苗栗縣三義鄉廣盛村",1577
"苗栗縣三義鄉西湖村",591
"苗栗縣三義鄉鯉魚潭村",542
"苗栗縣三義鄉龍騰村",175
"苗栗縣公館鄉中義村",799
"苗栗縣公館鄉五谷村",840
"苗栗縣公館鄉仁安村",452
"苗栗縣公館鄉北河村",148
"苗栗縣公館鄉南河村",107
"苗栗縣公館鄉大坑村",384
"苗栗縣公館鄉尖山村",557
"苗栗縣公館鄉玉泉村",884
"苗栗縣公館鄉玉谷村",562
"苗栗縣公館鄉石墻村",489
"苗栗縣公館鄉福基村",410
"苗栗縣公館鄉福德村",166
"苗栗縣公館鄉福星村",738
"苗栗縣公館鄉開礦村",151
"苗栗縣公館鄉館中村",652
"苗栗縣公館鄉館南村",1242
"苗栗縣公館鄉館東村",918
"苗栗縣公館鄉鶴山村",515
"苗栗縣公館鄉鶴岡村",597
"苗栗縣卓蘭鎮上新里",848
"苗栗縣卓蘭鎮中街里",362
"苗栗縣卓蘭鎮內灣里",886
"苗栗縣卓蘭鎮坪林里",624
"苗栗縣卓蘭鎮新厝里",666
"苗栗縣卓蘭鎮新榮里",480
"苗栗縣卓蘭鎮景山里",339
"苗栗縣卓蘭鎮老庄里",878
"苗栗縣卓蘭鎮苗豐里",302
"苗栗縣卓蘭鎮西坪里",320
"苗栗縣卓蘭鎮豐田里",406
"苗栗縣南庄鄉南富村",489
"苗栗縣南庄鄉南江村",587
"苗栗縣南庄鄉員林村",417
"苗栗縣南庄鄉東村",538
"苗栗縣南庄鄉東河村",459
"苗栗縣南庄鄉獅山村",389
"苗栗縣南庄鄉田美村",384
"苗栗縣南庄鄉蓬萊村",411
"苗栗縣南庄鄉西村",305
"苗栗縣大湖鄉南湖村",282
"苗栗縣大湖鄉大南村",271
"苗栗縣大湖鄉大寮村",516
"苗栗縣大湖鄉大湖村",710
"苗栗縣大湖鄉富興村",604
"苗栗縣大湖鄉新開村",456
"苗栗縣大湖鄉明湖村",278
"苗栗縣大湖鄉東興村",311
"苗栗縣大湖鄉栗林村",434
"苗栗縣大湖鄉武榮村",201
"苗栗縣大湖鄉義和村",607
"苗栗縣大湖鄉靜湖村",756
"苗栗縣後龍鎮中和里",515
"苗栗縣後龍鎮中龍里",305
"苗栗縣後龍鎮北龍里",542
"苗栗縣後龍鎮南港里",496
"苗栗縣後龍鎮南龍里",547
"苗栗縣後龍鎮埔頂里",966
"苗栗縣後龍鎮外埔里",422
"苗栗縣後龍鎮大山里",602
"苗栗縣後龍鎮大庄里",1549
"苗栗縣後龍鎮復興里",262
"苗栗縣後龍鎮新民里",464
"苗栗縣後龍鎮東明里",570
"苗栗縣後龍鎮校椅里",387
"苗栗縣後龍鎮水尾里",382
"苗栗縣後龍鎮海埔里",385
"苗栗縣後龍鎮海寶里",402
"苗栗縣後龍鎮溪洲里",811
"苗栗縣後龍鎮灣寶里",487
"苗栗縣後龍鎮福寧里",288
"苗栗縣後龍鎮秀水里",261
"苗栗縣後龍鎮豐富里",476
"苗栗縣後龍鎮龍坑里",507
"苗栗縣後龍鎮龍津里",239
"苗栗縣泰安鄉中興村",202
"苗栗縣泰安鄉八卦村",110
"苗栗縣泰安鄉士林村",211
"苗栗縣泰安鄉大興村",200
"苗栗縣泰安鄉梅園村",185
"苗栗縣泰安鄉清安村",371
"苗栗縣泰安鄉象鼻村",264
"苗栗縣泰安鄉錦水村",420
"苗栗縣獅潭鄉和興村",234
"苗栗縣獅潭鄉新店村",397
"苗栗縣獅潭鄉新豐村",149
"苗栗縣獅潭鄉永興村",240
"苗栗縣獅潭鄉百壽村",158
"苗栗縣獅潭鄉竹木村",292
"苗栗縣獅潭鄉豐林村",258
"苗栗縣竹南鎮中港里",436
"苗栗縣竹南鎮中美里",731
"苗栗縣竹南鎮中英里",538
"苗栗縣竹南鎮中華里",1151
"苗栗縣竹南鎮佳興里",1301
"苗栗縣竹南鎮公義里",391
"苗栗縣竹南鎮公舘里",443
"苗栗縣竹南鎮大厝里",2267
"苗栗縣竹南鎮大埔里",1339
"苗栗縣竹南鎮天文里",864
"苗栗縣竹南鎮山佳里",1966
"苗栗縣竹南鎮崎頂里",1535
"苗栗縣竹南鎮新南里",1914
"苗栗縣竹南鎮正南里",1328
"苗栗縣竹南鎮海口里",1472
"苗栗縣竹南鎮港墘里",760
"苗栗縣竹南鎮照南里",1468
"苗栗縣竹南鎮營盤里",1377
"苗栗縣竹南鎮竹南里",940
"苗栗縣竹南鎮竹興里",1310
"苗栗縣竹南鎮聖福里",1396
"苗栗縣竹南鎮開元里",462
"苗栗縣竹南鎮頂埔里",826
"苗栗縣竹南鎮龍山里",848
"苗栗縣竹南鎮龍鳳里",824
"苗栗縣苑裡鎮上舘里",566
"苗栗縣苑裡鎮中正里",752
"苗栗縣苑裡鎮南勢里",287
"苗栗縣苑裡鎮客庄里",1561
"苗栗縣苑裡鎮山柑里",488
"苗栗縣苑裡鎮山脚里",549
"苗栗縣苑裡鎮房裡里",816
"苗栗縣苑裡鎮新復里",494
"苗栗縣苑裡鎮水坡里",248
"苗栗縣苑裡鎮泰田里",581
"苗栗縣苑裡鎮海岸里",419
"苗栗縣苑裡鎮玉田里",621
"苗栗縣苑裡鎮田心里",653
"苗栗縣苑裡鎮石鎮里",204
"苗栗縣苑裡鎮社苓里",791
"苗栗縣苑裡鎮福田里",426
"苗栗縣苑裡鎮舊社里",687
"苗栗縣苑裡鎮苑北里",358
"苗栗縣苑裡鎮苑南里",670
"苗栗縣苑裡鎮苑坑里",365
"苗栗縣苑裡鎮苑東里",857
"苗栗縣苑裡鎮苑港里",439
"苗栗縣苑裡鎮蕉埔里",340
"苗栗縣苑裡鎮西勢里",754
"苗栗縣苑裡鎮西平里",544
"苗栗縣苗栗市上苗里",772
"苗栗縣苗栗市中苗里",534
"苗栗縣苗栗市勝利里",1527
"苗栗縣苗栗市北苗里",2185
"苗栗縣苗栗市南勢里",793
"苗栗縣苗栗市嘉新里",1091
"苗栗縣苗栗市嘉盛里",1349
"苗栗縣苗栗市大同里",266
"苗栗縣苗栗市建功里",1899
"苗栗縣苗栗市恭敬里",601
"苗栗縣苗栗市文山里",1383
"苗栗縣苗栗市文聖里",1303
"苗栗縣苗栗市新川里",518
"苗栗縣苗栗市新苗里",375
"苗栗縣苗栗市新英里",696
"苗栗縣苗栗市水源里",1076
"苗栗縣苗栗市清華里",1370
"苗栗縣苗栗市玉清里",941
"苗栗縣苗栗市玉苗里",413
"苗栗縣苗栗市玉華里",1428
"苗栗縣苗栗市福安里",1383
"苗栗縣苗栗市福星里",1669
"苗栗縣苗栗市福麗里",2243
"苗栗縣苗栗市綠苗里",407
"苗栗縣苗栗市維新里",1410
"苗栗縣苗栗市維祥里",1333
"苗栗縣苗栗市青苗里",474
"苗栗縣苗栗市高苗里",1278
"苗栗縣西湖鄉三湖村",415
"苗栗縣西湖鄉下埔村",232
"苗栗縣西湖鄉二湖村",251
"苗栗縣西湖鄉五湖村",378
"苗栗縣西湖鄉四湖村",250
"苗栗縣西湖鄉湖東村",458
"苗栗縣西湖鄉金獅村",229
"苗栗縣西湖鄉高埔村",236
"苗栗縣西湖鄉龍洞村",232
"苗栗縣通霄鎮五北里",509
"苗栗縣通霄鎮五南里",488
"苗栗縣通霄鎮內島里",295
"苗栗縣通霄鎮內湖里",658
"苗栗縣通霄鎮南和里",340
"苗栗縣通霄鎮圳頭里",275
"苗栗縣通霄鎮坪頂里",460
"苗栗縣通霄鎮城北里",296
"苗栗縣通霄鎮城南里",391
"苗栗縣通霄鎮平元里",683
"苗栗縣通霄鎮平安里",762
"苗栗縣通霄鎮新埔里",430
"苗栗縣通霄鎮梅南里",554
"苗栗縣通霄鎮楓樹里",224
"苗栗縣通霄鎮烏眉里",401
"苗栗縣通霄鎮白東里",516
"苗栗縣通霄鎮白西里",302
"苗栗縣通霄鎮福源里",302
"苗栗縣通霄鎮福興里",325
"苗栗縣通霄鎮福龍里",214
"苗栗縣通霄鎮通南里",978
"苗栗縣通霄鎮通東里",493
"苗栗縣通霄鎮通灣里",823
"苗栗縣通霄鎮通西里",843
"苗栗縣造橋鄉大西村",1204
"苗栗縣造橋鄉大龍村",178
"苗栗縣造橋鄉平興村",190
"苗栗縣造橋鄉朝陽村",459
"苗栗縣造橋鄉談文村",284
"苗栗縣造橋鄉豐湖村",381
"苗栗縣造橋鄉造橋村",851
"苗栗縣造橋鄉錦水村",194
"苗栗縣造橋鄉龍昇村",391
"苗栗縣銅鑼鄉中平村",1219
"苗栗縣銅鑼鄉九湖村",445
"苗栗縣銅鑼鄉新隆村",268
"苗栗縣銅鑼鄉朝陽村",694
"苗栗縣銅鑼鄉樟樹村",477
"苗栗縣銅鑼鄉盛隆村",205
"苗栗縣銅鑼鄉福興村",410
"苗栗縣銅鑼鄉竹森村",439
"苗栗縣銅鑼鄉興隆村",254
"苗栗縣銅鑼鄉銅鑼村",1735
"苗栗縣頭份市上埔里",907
"苗栗縣頭份市上興里",862
"苗栗縣頭份市下興里",954
"苗栗縣頭份市仁愛里",706
"苗栗縣頭份市信義里",502
"苗栗縣頭份市合興里",1077
"苗栗縣頭份市和平里",444
"苗栗縣頭份市土牛里",344
"苗栗縣頭份市尖下里",937
"苗栗縣頭份市尖山里",485
"苗栗縣頭份市山下里",1425
"苗栗縣頭份市廣興里",325
"苗栗縣頭份市建國里",1439
"苗栗縣頭份市後庄里",1617
"苗栗縣頭份市忠孝里",1352
"苗栗縣頭份市成功里",1470
"苗栗縣頭份市文化里",1395
"苗栗縣頭份市斗煥里",1144
"苗栗縣頭份市新華里",1306
"苗栗縣頭份市東庄里",1323
"苗栗縣頭份市民族里",944
"苗栗縣頭份市民權里",768
"苗栗縣頭份市民生里",908
"苗栗縣頭份市流東里",790
"苗栗縣頭份市濫坑里",761
"苗栗縣頭份市珊湖里",661
"苗栗縣頭份市田寮里",1553
"苗栗縣頭份市自強里",954
"苗栗縣頭份市興隆里",1635
"苗栗縣頭份市蘆竹里",523
"苗栗縣頭份市蟠桃里",2664
"苗栗縣頭份市頭份里",1375
"苗栗縣頭屋鄉北坑村",291
"苗栗縣頭屋鄉明德村",437
"苗栗縣頭屋鄉曲洞村",335
"苗栗縣頭屋鄉獅潭村",604
"苗栗縣頭屋鄉象山村",686
"苗栗縣頭屋鄉頭屋村",959
"苗栗縣頭屋鄉飛鳳村",198
"苗栗縣頭屋鄉鳴鳳村",150
"連江縣北竿鄉后沃村",45
"連江縣北竿鄉坂里村",66
"連江縣北竿鄉塘岐村",233
"連江縣北竿鄉橋仔村",65
"連江縣北竿鄉白沙村",30
"連江縣北竿鄉芹壁村",55
"連江縣南竿鄉仁愛村",115
"連江縣南竿鄉介壽村",502
"連江縣南竿鄉四維村",27
"連江縣南竿鄉復興村",228
"連江縣南竿鄉津沙村",72
"連江縣南竿鄉清水村",199
"連江縣南竿鄉珠螺村",28
"連江縣南竿鄉福沃村",182
"連江縣南竿鄉馬祖村",115
"連江縣東引鄉中柳村",149
"連江縣東引鄉樂華村",172
"連江縣莒光鄉大坪村",91
"連江縣莒光鄉田沃村",39
"連江縣莒光鄉福正村",47
"連江縣莒光鄉西坵村",23
"連江縣莒光鄉青帆村",82
"金門縣烈嶼鄉上岐村",706
"金門縣烈嶼鄉上林村",415
"金門縣烈嶼鄉林湖村",911
"金門縣烈嶼鄉西口村",642
"金門縣烈嶼鄉黃埔村",398
"金門縣烏坵鄉大坵村",51
"金門縣烏坵鄉小坵村",82
"金門縣金城鎮北門里",1465
"金門縣金城鎮南門里",1910
"金門縣金城鎮古城里",1178
"金門縣金城鎮東門里",1676
