"key","household"
"台南市新營區永生里",448
"台南市新營區王公里",1754
"台南市新營區興安里",198
"台南市新營區興業里",731
"台南市新營區舊廍里",145
"台南市新營區角帶里",204
"台南市新營區護鎮里",596
"台南市新營區鐵線里",336
"台南市東 區中西里",1539
"台南市東 區仁和里",2095
"台南市東 區南聖里",1104
"台南市東 區和平里",2215
"台南市東 區圍下里",999
"台南市東 區大同里",1462
"台南市東 區大學里",608
"台南市東 區大德里",792
"台南市東 區大智里",2826
"台南市東 區大福里",936
"台南市東 區富強里",2016
"台南市東 區富裕里",994
"台南市東 區小東里",2000
"台南市東 區崇信里",2321
"台南市東 區崇善里",2249
"台南市東 區崇學里",1273
"台南市東 區崇德里",1998
"台南市東 區崇成里",1327
"台南市東 區崇文里",2762
"台南市東 區崇明里",1988
"台南市東 區崇誨里",1273
"台南市東 區後甲里",1323
"台南市東 區復興里",1413
"台南市東 區德光里",1852
"台南市東 區德高里",1196
"台南市東 區忠孝里",1971
"台南市東 區成大里",1106
"台南市東 區文聖里",1842
"台南市東 區新東里",1127
"台南市東 區東光里",2320
"台南市東 區東安里",716
"台南市東 區東明里",1506
"台南市東 區東智里",953
"台南市東 區東聖里",1134
"台南市東 區東門里",944
"台南市東 區泉南里",2278
"台南市東 區自強里",2392
"台南市東 區莊敬里",1760
"台南市東 區虎尾里",2101
"台南市東 區衛國里",805
"台南市東 區裕聖里",1942
"台南市東 區裕農里",1374
"台南市東 區路東里",831
"台南市東 區關聖里",1861
"台南市東 區龍山里",2233
"台南市東山區三榮里",432
"台南市東山區南勢里",459
"台南市東山區南溪里",189
"台南市東山區大客里",490
"台南市東山區嶺南里",271
"台南市東山區東中里",1082
"台南市東山區東原里",906
"台南市東山區東山里",638
"台南市東山區東正里",690
"台南市東山區東河里",400
"台南市東山區林安里",167
"台南市東山區水雲里",217
"台南市東山區科里里",623
"台南市東山區聖賢里",826
"台南市東山區青山里",470
"台南市東山區高原里",388
"台南市柳營區中埕里",364
"台南市柳營區人和里",327
"台南市柳營區光福里",760
"台南市柳營區八翁里",583
"台南市柳營區士林里",707
"台南市柳營區大農里",287
"台南市柳營區太康里",643
"台南市柳營區旭山里",656
"台南市柳營區東昇里",1168
"台南市柳營區果毅里",472
"台南市柳營區神農里",557
"台南市柳營區篤農里",548
"台南市柳營區重溪里",761
"台南市楠西區密枝里",298
"台南市楠西區東勢里",924
"台南市楠西區楠西里",766
"台南市楠西區灣丘里",466
"台南市楠西區照興里",431
"台南市楠西區鹿田里",395
"台南市楠西區龜丹里",255
"台南市歸仁區七甲里",1225
"台南市歸仁區八甲里",1003
"台南市歸仁區六甲里",1525
"台南市歸仁區南保里",2246
"台南市歸仁區南興里",1533
"台南市歸仁區大廟里",1047
"台南市歸仁區大潭里",656
"台南市歸仁區媽廟里",819
"台南市歸仁區崙頂里",1082
"台南市歸仁區後市里",1278
"台南市歸仁區文化里",1173
"台南市歸仁區新厝里",967
"台南市歸仁區武東里",976
"台南市歸仁區歸仁里",915
"台南市歸仁區歸南里",854
"台南市歸仁區沙崙里",251
"台南市歸仁區看東里",671
"台南市歸仁區看西里",841
"台南市歸仁區西埔里",639
"台南市歸仁區許厝里",1269
"台南市歸仁區辜厝里",1292
"台南市永康區三合里",1450
"台南市永康區三民里",558
"台南市永康區中興里",1404
"台南市永康區中華里",1329
"台南市永康區二王里",3318
"台南市永康區五王里",2581
"台南市永康區光復里",285
"台南市永康區六合里",2674
"台南市永康區勝利里",3550
"台南市永康區北灣里",3399
"台南市永康區南灣里",1481
"台南市永康區埔園里",4319
"台南市永康區塩洲里",2333
"台南市永康區塩行里",3714
"台南市永康區大橋里",2341
"台南市永康區大灣里",1370
"台南市永康區安康里",2347
"台南市永康區尚頂里",1604
"台南市永康區崑山里",2453
"台南市永康區建國里",868
"台南市永康區復國里",3376
"台南市永康區復興里",970
"台南市永康區復華里",3952
"台南市永康區成功里",1049
"台南市永康區新樹里",554
"台南市永康區東橋里",2028
"台南市永康區東灣里",1395
"台南市永康區正強里",3033
"台南市永康區永康里",4094
"台南市永康區烏竹里",1071
"台南市永康區王行里",873
"台南市永康區甲頂里",948
"台南市永康區神洲里",582
"台南市永康區網寮里",2847
"台南市永康區蔦松里",701
"台南市永康區西勢里",2547
"台南市永康區西橋里",1335
"台南市永康區西灣里",2848
"台南市永康區龍潭里",4293
"台南市玉井區三和里",297
"台南市玉井區三埔里",207
"台南市玉井區中正里",487
"台南市玉井區層林里",271
"台南市玉井區望明里",603
"台南市玉井區沙田里",222
"台南市玉井區玉井里",353
"台南市玉井區玉田里",1714
"台南市玉井區竹圍里",566
"台南市玉井區豐里里",391
"台南市白河區仙草里",691
"台南市白河區內角里",334
"台南市白河區六溪里",238
"台南市白河區外角里",623
"台南市白河區大林里",266
"台南市白河區大竹里",582
"台南市白河區崁頭里",183
"台南市白河區崎內里",312
"台南市白河區庄內里",686
"台南市白河區廣安里",268
"台南市白河區昇安里",534
"台南市白河區永安里",1254
"台南市白河區汴頭里",316
"台南市白河區河東里",553
"台南市白河區玉豐里",498
"台南市白河區甘宅里",256
"台南市白河區白河里",761
"台南市白河區秀祐里",371
"台南市白河區竹門里",387
"台南市白河區草店里",386
"台南市白河區蓮潭里",354
"台南市白河區虎山里",203
"台南市白河區詔安里",371
"台南市白河區關嶺里",495
"台南市西港區劉厝里",527
"台南市西港區南海里",871
"台南市西港區後營里",515
"台南市西港區慶安里",1750
"台南市西港區新復里",403
"台南市西港區檨林里",588
"台南市西港區永樂里",386
"台南市西港區港東里",562
"台南市西港區營西里",516
"台南市西港區竹林里",465
"台南市西港區西港里",1251
"台南市西港區金砂里",280
"台南市關廟區下湖里",179
"台南市關廟區五甲里",1089
"台南市關廟區北勢里",900
"台南市關廟區北花里",780
"台南市關廟區南花里",522
"台南市關廟區埤頭里",677
"台南市關廟區山西里",736
"台南市關廟區布袋里",455
"台南市關廟區新光里",294
"台南市關廟區新埔里",370
"台南市關廟區東勢里",1121
"台南市關廟區松腳里",668
"台南市關廟區深坑里",569
"台南市關廟區田中里",277
"台南市關廟區關廟里",789
"台南市關廟區香洋里",1242
"台南市關廟區龜洞里",296
"台南市鹽水區三生里",164
"台南市鹽水區下中里",352
"台南市鹽水區下林里",171
"台南市鹽水區中境里",229
"台南市鹽水區南港里",399
"台南市鹽水區大莊里",240
"台南市鹽水區大豐里",152
"台南市鹽水區孫厝里",210
"台南市鹽水區岸內里",1557
"台南市鹽水區後宅里",306
"台南市鹽水區桐寮里",136
"台南市鹽水區橋南里",1634
"台南市鹽水區歡雅里",774
"台南市鹽水區武廟里",276
"台南市鹽水區水仙里",159
"台南市鹽水區水正里",349
"台南市鹽水區水秀里",661
"台南市鹽水區汫水里",443
"台南市鹽水區河南里",229
"台南市鹽水區田寮里",116
"台南市鹽水區福得里",300
"台南市鹽水區竹埔里",336
"台南市鹽水區義稠里",365
"台南市鹽水區舊營里",351
"台南市鹽水區飯店里",178
"台南市麻豆區中民里",305
"台南市麻豆區中興里",854
"台南市麻豆區保安里",226
"台南市麻豆區北勢里",491
"台南市麻豆區南勢里",980
"台南市麻豆區埤頭里",550
"台南市麻豆區大埕里",1200
"台南市麻豆區大山里",245
"台南市麻豆區安東里",231
"台南市麻豆區安業里",280
"台南市麻豆區安正里",356
"台南市麻豆區安西里",286
"台南市麻豆區寮廍里",671
"台南市麻豆區小埤里",404
"台南市麻豆區巷口里",668
"台南市麻豆區新建里",500
"台南市麻豆區晉江里",1002
"台南市麻豆區東角里",1043
"台南市麻豆區油車里",1414
"台南市麻豆區海埔里",441
"台南市麻豆區港尾里",572
"台南市麻豆區磚井里",448
"台南市麻豆區穀興里",306
"台南市麻豆區總榮里",259
"台南市麻豆區興農里",588
"台南市麻豆區莊禮里",212
"台南市麻豆區謝安里",346
"台南市麻豆區麻口里",426
"台南市麻豆區龍泉里",290
"台南市龍崎區中坑里",79
"台南市龍崎區土崎里",272
"台南市龍崎區大坪里",138
"台南市龍崎區崎頂里",446
"台南市龍崎區楠坑里",144
"台南市龍崎區牛埔里",141
"台南市龍崎區石𥕢里",160
"台南市龍崎區龍船里",186
"嘉義市東 區中央里",1058
"嘉義市東 區中山里",967
"嘉義市東 區中庄里",1473
"嘉義市東 區仁義里",1288
"嘉義市東 區北門里",1057
"嘉義市東 區圳頭里",1889
"嘉義市東 區太平里",1996
"嘉義市東 區安寮里",1217
"嘉義市東 區安業里",856
"嘉義市東 區宣信里",622
"嘉義市東 區後庄里",1576
"嘉義市東 區後湖里",1443
"嘉義市東 區文雅里",1749
"嘉義市東 區新店里",1776
"嘉義市東 區新開里",934
"嘉義市東 區朝陽里",885
"嘉義市東 區東川里",847
"嘉義市東 區東興里",938
"嘉義市東 區林森里",1152
"嘉義市東 區民族里",971
"嘉義市東 區王田里",1112
"嘉義市東 區盧厝里",753
"嘉義市東 區短竹里",1076
"嘉義市東 區義教里",1218
"嘉義市東 區興仁里",1544
"嘉義市東 區興南里",778
"嘉義市東 區興安里",917
"嘉義市東 區興村里",1697
"嘉義市東 區芳安里",946
"嘉義市東 區芳草里",1589
"嘉義市東 區荖藤里",1762
"嘉義市東 區華南里",958
"嘉義市東 區蘭潭里",1039
"嘉義市東 區豐年里",618
"嘉義市東 區過溝里",982
"嘉義市東 區長竹里",1283
"嘉義市東 區頂寮里",1020
"嘉義市東 區頂庄里",879
"嘉義市東 區鹿寮里",398
"嘉義市西 區下埤里",600
"嘉義市西 區保安里",1386
"嘉義市西 區保生里",1743
"嘉義市西 區保福里",1649
"嘉義市西 區光路里",2159
"嘉義市西 區劉厝里",2869
"嘉義市西 區北新里",403
"嘉義市西 區北榮里",990
"嘉義市西 區北湖里",1063
"嘉義市西 區國華里",717
"嘉義市西 區垂楊里",898
"嘉義市西 區培元里",760
"嘉義市西 區大溪里",811
"嘉義市西 區導明里",777
"嘉義市西 區後驛里",1004
"嘉義市西 區慶安里",723
"嘉義市西 區文化里",1151
"嘉義市西 區新厝里",1669
"嘉義市西 區新富里",809
"嘉義市西 區新西里",969
"嘉義市西 區書院里",969
"嘉義市西 區永和里",920
"嘉義市西 區港坪里",1327
"嘉義市西 區湖內里",1673
"嘉義市西 區湖邊里",867
"嘉義市西 區獅子里",1228
"嘉義市西 區番社里",731
"嘉義市西 區磚󿾨里",1583
"嘉義市西 區福全里",1903
"嘉義市西 區福安里",1781
"嘉義市西 區福民里",2519
"嘉義市西 區竹圍里",1832
"嘉義市西 區竹村里",480
"嘉義市西 區紅瓦里",636
"嘉義市西 區美源里",1618
"嘉義市西 區翠岱里",751
"嘉義市西 區育英里",855
"嘉義市西 區自強里",742
"嘉義市西 區致遠里",874
"嘉義市西 區西平里",1339
"嘉義市西 區西榮里",1119
"嘉義市西 區車店里",2534
"嘉義市西 區重興里",899
"嘉義市西 區頭港里",702
"嘉義市西 區香湖里",328
"嘉義縣中埔鄉三層村",245
"嘉義縣中埔鄉中埔村",731
"嘉義縣中埔鄉中崙村",123
"嘉義縣中埔鄉同仁村",738
"嘉義縣中埔鄉和睦村",1391
"嘉義縣中埔鄉和美村",3144
"嘉義縣中埔鄉和興村",2421
"嘉義縣中埔鄉塩館村",383
"嘉義縣中埔鄉富收村",1139
"嘉義縣中埔鄉東興村",142
"嘉義縣中埔鄉沄水村",386
"嘉義縣中埔鄉深坑村",268
"嘉義縣中埔鄉灣潭村",401
"嘉義縣中埔鄉瑞豐村",257
"嘉義縣中埔鄉石硦村",495
"嘉義縣中埔鄉社口村",812
"嘉義縣中埔鄉義仁村",556
"嘉義縣中埔鄉裕民村",356
"嘉義縣中埔鄉金蘭村",577
"嘉義縣中埔鄉隆興村",747
"嘉義縣中埔鄉頂埔村",351
"嘉義縣中埔鄉龍門村",295
"嘉義縣六腳鄉三義村",291
"嘉義縣六腳鄉六南村",248
"嘉義縣六腳鄉六斗村",404
"嘉義縣六腳鄉六腳村",350
"嘉義縣六腳鄉古林村",325
"嘉義縣六腳鄉塗師村",271
"嘉義縣六腳鄉崙陽村",423
"嘉義縣六腳鄉崩山村",303
"嘉義縣六腳鄉工廠村",106
"嘉義縣六腳鄉更寮村",252
"嘉義縣六腳鄉正義村",574
"嘉義縣六腳鄉永賢村",229
"嘉義縣六腳鄉港美村",311
"嘉義縣六腳鄉溪厝村",271
"嘉義縣六腳鄉潭墘村",377
"嘉義縣六腳鄉灣北村",495
"嘉義縣六腳鄉灣南村",502
"嘉義縣六腳鄉竹本村",286
"嘉義縣六腳鄉蒜南村",379
"嘉義縣六腳鄉蒜東村",369
"嘉義縣六腳鄉蒜頭村",516
"嘉義縣六腳鄉蘇厝村",609
"嘉義縣六腳鄉豐美村",425
"嘉義縣六腳鄉雙涵村",350
"嘉義縣六腳鄉魚寮村",305
"嘉義縣大埔鄉和平村",298
"嘉義縣大埔鄉大埔村",747
"嘉義縣大埔鄉永樂村",190
"嘉義縣大埔鄉茄苳村",407
"嘉義縣大埔鄉西興村",297
"嘉義縣大林鎮三和里",844
"嘉義縣大林鎮三村里",309
"嘉義縣大林鎮三角里",332
"嘉義縣大林鎮上林里",330
"嘉義縣大林鎮中坑里",561
"嘉義縣大林鎮中林里",598
"嘉義縣大林鎮內林里",277
"嘉義縣大林鎮吉林里",456
"嘉義縣大林鎮大糖里",89
"嘉義縣大林鎮大美里",701
"嘉義縣大林鎮平林里",2590
"嘉義縣大林鎮排路里",282
"嘉義縣大林鎮明和里",675
"嘉義縣大林鎮明華里",433
"嘉義縣大林鎮東林里",240
"嘉義縣大林鎮湖北里",293
"嘉義縣大林鎮溝背里",400
"嘉義縣大林鎮義和里",288
"嘉義縣大林鎮西林里",793
"嘉義縣大林鎮西結里",327
"嘉義縣大林鎮過溪里",564
"嘉義縣太保市前潭里",549
"嘉義縣太保市北新里",1164
"嘉義縣太保市南新里",709
"嘉義縣太保市埤鄉里",276
"嘉義縣太保市太保里",927
"嘉義縣太保市安仁里",1232
"嘉義縣太保市崙頂里",328
"嘉義縣太保市後庄里",157
"嘉義縣太保市後潭里",618
"嘉義縣太保市新埤里",474
"嘉義縣太保市春珠里",358
"嘉義縣太保市東勢里",760
"嘉義縣太保市梅埔里",405
"嘉義縣太保市港尾里",216
"嘉義縣太保市田尾里",317
"嘉義縣太保市舊埤里",920
"嘉義縣太保市過溝里",1224
"嘉義縣太保市麻寮里",1756
"嘉義縣布袋鎮中安里",623
"嘉義縣布袋鎮九龍里",176
"嘉義縣布袋鎮光復里",712
"嘉義縣布袋鎮好美里",450
"嘉義縣布袋鎮岑海里",842
"嘉義縣布袋鎮岱江里",257
"嘉義縣布袋鎮復興里",955
"嘉義縣布袋鎮振寮里",343
"嘉義縣布袋鎮新厝里",295
"嘉義縣布袋鎮新岑里",370
"嘉義縣布袋鎮新民里",502
"嘉義縣布袋鎮東安里",548
"嘉義縣布袋鎮東港里",785
"嘉義縣布袋鎮樹林里",218
"嘉義縣布袋鎮永安里",484
"嘉義縣布袋鎮江山里",150
"嘉義縣布袋鎮考試里",131
"嘉義縣布袋鎮興中里",492
"嘉義縣布袋鎮菜舖里",178
"嘉義縣布袋鎮西安里",520
"嘉義縣布袋鎮見龍里",388
"嘉義縣布袋鎮貴舍里",302
"嘉義縣布袋鎮龍江里",314
"嘉義縣新港鄉三間村",536
"嘉義縣新港鄉中庄村",579
"嘉義縣新港鄉中洋村",403
"嘉義縣新港鄉共和村",341
"嘉義縣新港鄉北崙村",203
"嘉義縣新港鄉南崙村",370
"嘉義縣新港鄉南港村",433
"嘉義縣新港鄉古民村",503
"嘉義縣新港鄉埤子村",221
"嘉義縣新港鄉大潭村",603
"嘉義縣新港鄉大興村",562
"嘉義縣新港鄉安和村",411
"嘉義縣新港鄉宮前村",891
"嘉義縣新港鄉宮後村",610
"嘉義縣新港鄉月潭村",566
"嘉義縣新港鄉月眉村",676
"嘉義縣新港鄉板頭村",235
"嘉義縣新港鄉海瀛村",206
"嘉義縣新港鄉溪北村",532
"嘉義縣新港鄉潭大村",426
"嘉義縣新港鄉福德村",600
"嘉義縣新港鄉菜公村",371
"嘉義縣新港鄉西庄村",356
"嘉義縣朴子市中正里",306
"嘉義縣朴子市仁和里",991
"嘉義縣朴子市佳禾里",290
"嘉義縣朴子市內厝里",437
"嘉義縣朴子市南竹里",222
"嘉義縣朴子市博厚里",327
"嘉義縣朴子市双溪里",279
"嘉義縣朴子市大葛里",1497
"嘉義縣朴子市大鄉里",1387
"嘉義縣朴子市安福里",943
"嘉義縣朴子市崁前里",356
"嘉義縣朴子市崁後里",313
"嘉義縣朴子市平和里",1001
"嘉義縣朴子市德家里",312
"嘉義縣朴子市德興里",415
"嘉義縣朴子市文化里",782
"嘉義縣朴子市新寮里",247
"嘉義縣朴子市新庄里",293
"嘉義縣朴子市松華里",516
"嘉義縣朴子市梅華里",423
"嘉義縣朴子市永和里",1049
"嘉義縣朴子市溪口里",316
"嘉義縣朴子市竹圍里",1802
"嘉義縣朴子市竹村里",440
"嘉義縣朴子市開元里",206
"嘉義縣朴子市順天里",283
"嘉義縣朴子市順安里",111
"嘉義縣東石鄉三家村",438
"嘉義縣東石鄉下揖村",345
"嘉義縣東石鄉副瀨村",418
"嘉義縣東石鄉圍潭村",322
"嘉義縣東石鄉型厝村",533
"嘉義縣東石鄉塭仔村",414
"嘉義縣東石鄉塭港村",592
"嘉義縣東石鄉掌潭村",345
"嘉義縣東石鄉東崙村",326
"嘉義縣東石鄉東石村",803
"嘉義縣東石鄉永屯村",276
"嘉義縣東石鄉洲仔村",356
"嘉義縣東石鄉海埔村",183
"嘉義縣東石鄉港口村",162
"嘉義縣東石鄉港墘村",508
"嘉義縣東石鄉溪下村",447
"嘉義縣東石鄉猿樹村",399
"嘉義縣東石鄉網寮村",582
"嘉義縣東石鄉蔦松村",369
"嘉義縣東石鄉西崙村",454
"嘉義縣東石鄉頂揖村",188
"嘉義縣東石鄉鰲鼓村",501
"嘉義縣東石鄉龍港村",400
"嘉義縣梅山鄉半天村",154
"嘉義縣梅山鄉双溪村",226
"嘉義縣梅山鄉圳北村",218
"嘉義縣梅山鄉圳南村",168
"嘉義縣梅山鄉大南村",603
"嘉義縣梅山鄉太和村",352
"嘉義縣梅山鄉太平村",202
"嘉義縣梅山鄉太興村",156
"嘉義縣梅山鄉安靖村",318
"嘉義縣梅山鄉梅北村",1765
"嘉義縣梅山鄉梅南村",417
"嘉義縣梅山鄉梅東村",974
"嘉義縣梅山鄉永興村",214
"嘉義縣梅山鄉瑞峯村",265
"嘉義縣梅山鄉瑞里村",218
"嘉義縣梅山鄉碧湖村",114
"嘉義縣梅山鄉過山村",217
"嘉義縣梅山鄉龍眼村",184
"嘉義縣民雄鄉三興村",557
"嘉義縣民雄鄉中和村",366
"嘉義縣民雄鄉中央村",470
"嘉義縣民雄鄉中樂村",681
"嘉義縣民雄鄉北斗村",2102
"嘉義縣民雄鄉双福村",1017
"嘉義縣民雄鄉大崎村",980
"嘉義縣民雄鄉寮頂村",873
"嘉義縣民雄鄉山中村",1318
"嘉義縣民雄鄉平和村",293
"嘉義縣民雄鄉文隆村",973
"嘉義縣民雄鄉東榮村",1019
"嘉義縣民雄鄉東湖村",735
"嘉義縣民雄鄉東興村",201
"嘉義縣民雄鄉松山村",679
"嘉義縣民雄鄉福樂村",2600
"嘉義縣民雄鄉福權村",576
"嘉義縣民雄鄉福興村",731
"嘉義縣民雄鄉秀林村",979
"嘉義縣民雄鄉興中村",720
"嘉義縣民雄鄉興南村",1083
"嘉義縣民雄鄉菁埔村",589
"嘉義縣民雄鄉西安村",1350
"嘉義縣民雄鄉西昌村",310
"嘉義縣民雄鄉豊收村",1002
"嘉義縣民雄鄉金興村",1251
"嘉義縣民雄鄉鎮北村",407
"嘉義縣民雄鄉頂崙村",555
"嘉義縣水上鄉三和村",731
"嘉義縣水上鄉三界村",375
"嘉義縣水上鄉三鎮村",284
"嘉義縣水上鄉下寮村",778
"嘉義縣水上鄉中庄村",771
"嘉義縣水上鄉內溪村",466
"嘉義縣水上鄉南和村",561
"嘉義縣水上鄉南鄉村",313
"嘉義縣水上鄉回歸村",185
"嘉義縣水上鄉國姓村",486
"嘉義縣水上鄉塗溝村",306
"嘉義縣水上鄉大堀村",595
"嘉義縣水上鄉大崙村",750
"嘉義縣水上鄉寬士村",1807
"嘉義縣水上鄉忠和村",805
"嘉義縣水上鄉柳新村",747
"嘉義縣水上鄉柳林村",801
"嘉義縣水上鄉柳鄉村",822
"嘉義縣水上鄉民生村",1290
"嘉義縣水上鄉水上村",1652
"嘉義縣水上鄉水頭村",1007
"嘉義縣水上鄉溪洲村",459
"嘉義縣水上鄉粗溪村",645
"嘉義縣水上鄉義興村",337
"嘉義縣水上鄉靖和村",186
"嘉義縣水上鄉龍德村",751
"嘉義縣溪口鄉坪頂村",353
"嘉義縣溪口鄉妙崙村",285
"嘉義縣溪口鄉本厝村",368
"嘉義縣溪口鄉林腳村",390
"嘉義縣溪口鄉柳溝村",494
"嘉義縣溪口鄉柴林村",322
"嘉義縣溪口鄉游東村",400
"嘉義縣溪口鄉游西村",333
"嘉義縣溪口鄉溪北村",267
"嘉義縣溪口鄉溪東村",608
"嘉義縣溪口鄉溪西村",296
"嘉義縣溪口鄉疊溪村",438
"嘉義縣溪口鄉美北村",371
"嘉義縣溪口鄉美南村",457
"嘉義縣番路鄉下坑村",755
"嘉義縣番路鄉內甕村",187
"嘉義縣番路鄉公田村",509
"嘉義縣番路鄉公興村",305
"嘉義縣番路鄉大湖村",273
"嘉義縣番路鄉新福村",500
"嘉義縣番路鄉民和村",303
"嘉義縣番路鄉江西村",500
"嘉義縣番路鄉番路村",307
"嘉義縣番路鄉草山村",150
"嘉義縣番路鄉觸口村",524
"嘉義縣竹崎鄉中和村",357
"嘉義縣竹崎鄉仁壽村",120
"嘉義縣竹崎鄉光華村",305
"嘉義縣竹崎鄉內埔村",576
"嘉義縣竹崎鄉和平村",810
"嘉義縣竹崎鄉坑頭村",274
"嘉義縣竹崎鄉塘興村",294
"嘉義縣竹崎鄉復金村",621
"嘉義縣竹崎鄉文峯村",280
"嘉義縣竹崎鄉昇平村",613
"嘉義縣竹崎鄉桃源村",370
"嘉義縣竹崎鄉沙坑村",298
"嘉義縣竹崎鄉灣橋村",2112
"嘉義縣竹崎鄉獅埜村",439
"嘉義縣竹崎鄉白杞村",257
"嘉義縣竹崎鄉竹崎村",979
"嘉義縣竹崎鄉紫雲村",479
"嘉義縣竹崎鄉緞繻村",377
"嘉義縣竹崎鄉義仁村",404
"嘉義縣竹崎鄉義和村",215
"嘉義縣竹崎鄉義隆村",212
"嘉義縣竹崎鄉金獅村",203
"嘉義縣竹崎鄉鹿滿村",514
"嘉義縣竹崎鄉龍山村",592
"嘉義縣義竹鄉中平村",229
"嘉義縣義竹鄉五厝村",183
"嘉義縣義竹鄉仁里村",401
"嘉義縣義竹鄉傳芳村",320
"嘉義縣義竹鄉六桂村",535
"嘉義縣義竹鄉北華村",246
"嘉義縣義竹鄉埤前村",321
"嘉義縣義竹鄉官和村",311
"嘉義縣義竹鄉官順村",198
"嘉義縣義竹鄉岸腳村",343
"嘉義縣義竹鄉平溪村",187
"嘉義縣義竹鄉後鎮村",192
"嘉義縣義竹鄉新富村",235
"嘉義縣義竹鄉新店村",629
"嘉義縣義竹鄉東光村",365
"嘉義縣義竹鄉東榮村",206
"嘉義縣義竹鄉東過村",377
"嘉義縣義竹鄉溪洲村",316
"嘉義縣義竹鄉義竹村",667
"嘉義縣義竹鄉西過村",405
"嘉義縣義竹鄉頭竹村",550
"嘉義縣義竹鄉龍蛟村",289
"嘉義縣阿里山鄉中山村",161
"嘉義縣阿里山鄉中正村",85
"嘉義縣阿里山鄉來吉村",128
"嘉義縣阿里山鄉十字村",132
"嘉義縣阿里山鄉山美村",190
"嘉義縣阿里山鄉新美村",128
"嘉義縣阿里山鄉樂野村",378
"嘉義縣阿里山鄉茶山村",112
"嘉義縣阿里山鄉豐山村",127
"嘉義縣阿里山鄉達邦村",349
"嘉義縣阿里山鄉里佳村",92
"嘉義縣阿里山鄉香林村",84
"嘉義縣鹿草鄉三角村",615
"嘉義縣鹿草鄉下潭村",385
"嘉義縣鹿草鄉下麻村",257
"嘉義縣鹿草鄉光潭村",462
"嘉義縣鹿草鄉後堀村",542
"嘉義縣鹿草鄉後寮村",182
"嘉義縣鹿草鄉施家村",192
"嘉義縣鹿草鄉松竹村",383
"嘉義縣鹿草鄉碧潭村",445
"嘉義縣鹿草鄉竹山村",379
"嘉義縣鹿草鄉西井村",518
"嘉義縣鹿草鄉豊稠村",246
"嘉義縣鹿草鄉重寮村",449
"嘉義縣鹿草鄉鹿東村",229
"嘉義縣鹿草鄉鹿草村",507
"基隆市七堵區八德里",660
"基隆市七堵區六堵里",1074
"基隆市七堵區友一里",930
"基隆市七堵區友二里",271
"基隆市七堵區堵北里",1519
"基隆市七堵區堵南里",945
"基隆市七堵區富民里",1668
"基隆市七堵區實踐里",1652
"基隆市七堵區正光里",1250
"基隆市七堵區正明里",939
"基隆市七堵區永安里",981
"基隆市七堵區永平里",953
"基隆市七堵區泰安里",2018
"基隆市七堵區瑪南里",183
"基隆市七堵區瑪東里",143
"基隆市七堵區瑪西里",163
"基隆市七堵區百福里",2537
"基隆市七堵區自強里",486
"基隆市七堵區長安里",1061
"基隆市七堵區長興里",1690
"基隆市中山區中和里",2494
"基隆市中山區中山里",437
"基隆市中山區中興里",648
"基隆市中山區仁正里",341
"基隆市中山區仙洞里",295
"基隆市中山區健民里",593
"基隆市中山區協和里",712
"基隆市中山區和平里",245
"基隆市中山區和慶里",2827
"基隆市中山區太白里",404
"基隆市中山區安平里",359
"基隆市中山區安民里",502
"基隆市中山區居仁里",648
"基隆市中山區德和里",2347
"基隆市中山區德安里",1665
"基隆市中山區文化里",696
"基隆市中山區新建里",420
"基隆市中山區民治里",377
"基隆市中山區西定里",419
"基隆市中山區西康里",754
"基隆市中山區西榮里",346
"基隆市中山區西華里",427
"基隆市中山區通化里",505
"基隆市中山區通明里",797
"基隆市中正區中正里",1056
"基隆市中正區中濱里",612
"基隆市中正區中砂里",590
"基隆市中正區中船里",605
"基隆市中正區信義里",459
"基隆市中正區入船里",430
"基隆市中正區八斗里",641
"基隆市中正區和憲里",489
"基隆市中正區平寮里",612
"基隆市中正區建國里",929
"基隆市中正區德義里",405
"基隆市中正區新富里",2196
"基隆市中正區新豐里",2918
"基隆市中正區正濱里",505
"基隆市中正區正砂里",1169
"基隆市中正區正義里",645
"基隆市中正區正船里",645
"基隆市中正區海濱里",550
"基隆市中正區港通里",689
"基隆市中正區真砂里",635
"基隆市中正區砂子里",2583
"基隆市中正區砂灣里",980
"基隆市中正區碧砂里",599
"基隆市中正區社寮里",788
"基隆市中正區義重里",520
"基隆市中正區長潭里",227
"基隆市仁愛區仁德里",491
"基隆市仁愛區兆連里",368
"基隆市仁愛區光華里",1286
"基隆市仁愛區博愛里",731
"基隆市仁愛區吉仁里",1242
"基隆市仁愛區同風里",292
"基隆市仁愛區和明里",1036
"基隆市仁愛區崇文里",498
"基隆市仁愛區德厚里",855
"基隆市仁愛區忠勇里",506
"基隆市仁愛區文安里",487
"基隆市仁愛區文昌里",433
"基隆市仁愛區新店里",339
"基隆市仁愛區明德里",409
"基隆市仁愛區智仁里",1382
"基隆市仁愛區曲水里",422
"基隆市仁愛區書院里",479
"基隆市仁愛區朝棟里",1386
"基隆市仁愛區林泉里",942
"基隆市仁愛區水錦里",1026
"基隆市仁愛區獅球里",474
"基隆市仁愛區玉田里",580
"基隆市仁愛區福仁里",370
"基隆市仁愛區育仁里",338
"基隆市仁愛區花崗里",569
"基隆市仁愛區英仁里",624
"基隆市仁愛區虹橋里",912
"基隆市仁愛區誠仁里",470
"基隆市仁愛區龍門里",389
"基隆市信義區仁壽里",573
"基隆市信義區仁義里",611
